"Product Name,Launch Date,Total Cores,Max Turbo Frequency,Cache,Processor Graphics ‡"
"""Intel® Xeon® Gold 6330N Processor (42M Cache, 2.20 GHz)"",Q2'21,28,3.40 GHz,2.20 GHz,42 MB,165 W,,Get a quote"
"""Intel® Xeon® Gold 6348 Processor (42M Cache, 2.60 GHz)"",Q2'21,28,3.50 GHz,2.60 GHz,42 MB,235 W,,Get a quote"
"""Intel® Xeon® Gold 6346 Processor (36M Cache, 3.10 GHz)"",Q2'21,16,3.60 GHz,3.10 GHz,36 MB,205 W,,Get a quote"
"""Intel® Xeon® Gold 5318N Processor (36M Cache, 2.10 GHz)"",Q2'21,24,3.40 GHz,2.10 GHz,36 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6312U Processor (36M Cache, 2.40 GHz)"",Q2'21,24,3.60 GHz,2.40 GHz,36 MB,185 W,,Get a quote"
"""Intel® Xeon® Gold 5320T Processor (30M Cache, 2.30 GHz)"",Q2'21,20,3.50 GHz,2.30 GHz,30 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 5320 Processor (39M Cache, 2.20 GHz)"",Q2'21,26,3.40 GHz,2.20 GHz,39 MB,185 W,,Get a quote"
"""Intel® Xeon® Gold 6342 Processor (36M Cache, 2.80 GHz)"",Q2'21,24,3.50 GHz,2.80 GHz,36 MB,230 W,,Get a quote"
"""Intel® Xeon® Gold 6338T Processor (36M Cache, 2.10 GHz)"",Q2'21,24,3.40 GHz,2.10 GHz,36 MB,165 W,,Get a quote"
"""Intel® Xeon® Gold 5318S Processor (36M Cache, 2.10 GHz)"",Q2'21,24,3.40 GHz,2.10 GHz,36 MB,165 W,,Get a quote"
"""Intel® Xeon® Gold 6336Y Processor (36M Cache, 2.40 GHz)"",Q2'21,24,3.60 GHz,2.40 GHz,36 MB,185 W,,Get a quote"
"""Intel® Xeon® Gold 6330H Processor (33M Cache, 2.00 GHz)"",Q3'20,24,3.70 GHz,2.00 GHz,33 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 5320H Processor (27.5M Cache, 2.40 GHz)"",Q2'20,20,4.20 GHz,2.40 GHz,27.5 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6348H Processor (33M Cache, 2.30 GHz)"",Q2'20,24,4.20 GHz,2.30 GHz,33 MB,165 W,,Get a quote"
"""Intel® Xeon® Gold 6328HL Processor (22M Cache, 2.80 GHz)"",Q2'20,16,4.30 GHz,2.80 GHz,22 MB,165 W,,Get a quote"
"""Intel® Xeon® Gold 5318H Processor (24.75M Cache, 2.50 GHz)"",Q2'20,18,3.80 GHz,2.50 GHz,24.75 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6328H Processor (22M Cache, 2.80 GHz)"",Q2'20,16,4.30 GHz,2.80 GHz,22 MB,165 W,,Get a quote"
"""Intel® Xeon® Gold 5220R Processor (35.75M Cache, 2.20 GHz)"",Q1'20,24,4.00 GHz,2.20 GHz,35.75 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6250L Processor (35.75M Cache, 3.90 GHz)"",Q1'20,8,4.50 GHz,3.90 GHz,35.75 MB,185 W,,Get a quote"
"""Intel® Xeon® Gold 6238R Processor (38.5M Cache, 2.20 GHz)"",Q1'20,28,4.00 GHz,2.20 GHz,38.5 MB,165 W,,Get a quote"
"""Intel® Xeon® Gold 6230R Processor (35.75M Cache, 2.10 GHz)"",Q1'20,26,4.00 GHz,2.10 GHz,35.75 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6226R Processor (22M Cache, 2.90 GHz)"",Q1'20,16,3.90 GHz,2.90 GHz,22 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6208U Processor (22M Cache, 2.90 GHz)"",Q1'20,16,3.90 GHz,2.90 GHz,22 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6250 Processor (35.75M Cache, 3.90 GHz)"",Q1'20,8,4.50 GHz,3.90 GHz,35.75 MB,185 W,,Get a quote"
"""Intel® Xeon® Gold 6256 Processor (33M Cache, 3.60 GHz)"",Q1'20,12,4.50 GHz,3.60 GHz,33 MB,205 W,,Get a quote"
"""Intel® Xeon® Gold 5218R Processor (27.5M Cache, 2.10 GHz)"",Q1'20,20,4.00 GHz,2.10 GHz,27.5 MB,125 W,,Get a quote"
"""Intel® Xeon® Gold 6240R Processor (35.75M Cache, 2.40 GHz)"",Q1'20,24,4.00 GHz,2.40 GHz,35.75 MB,165 W,,Get a quote"
"""Intel® Xeon® Gold 6258R Processor (38.5M Cache, 2.70 GHz)"",Q1'20,28,4.00 GHz,2.70 GHz,38.5 MB,205 W,,Get a quote"
"""Intel® Xeon® Gold 6248R Processor (35.75M Cache, 3.00 GHz)"",Q1'20,24,4.00 GHz,3.00 GHz,35.75 MB,205 W,,Get a quote"
"""Intel® Xeon® Gold 6242R Processor (35.75M Cache, 3.10 GHz)"",Q1'20,20,4.10 GHz,3.10 GHz,35.75 MB,205 W,,Get a quote"
"""Intel® Xeon® Gold 6246R Processor (35.75M Cache, 3.40 GHz)"",Q1'20,16,4.10 GHz,3.40 GHz,35.75 MB,205 W,,Get a quote"
"""Intel® Xeon® Gold 6226 Processor (19.25M Cache, 2.70 GHz)"",Q2'19,12,3.70 GHz,2.70 GHz,19.25 MB,125 W,,Get a quote"
"""Intel® Xeon® Gold 6238L Processor (30.25M Cache, 2.10 GHz)"",Q2'19,22,3.70 GHz,2.10 GHz,30.25 MB,140 W,,Get a quote"
"""Intel® Xeon® Gold 6240L Processor (24.75M Cache, 2.60 GHz)"",Q2'19,18,3.90 GHz,2.60 GHz,24.75 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6222V Processor (27.5M Cache, 1.80 GHz)"",Q2'19,20,3.60 GHz,1.80 GHz,27.5 MB,115 W,,Get a quote"
"""Intel® Xeon® Gold 6246 Processor (24.75M Cache, 3.30 GHz)"",Q2'19,12,4.20 GHz,3.30 GHz,24.75 MB,165 W,,Get a quote"
"""Intel® Xeon® Gold 5220T Processor (24.75M Cache, 1.90 GHz)"",Q2'19,18,3.90 GHz,1.90 GHz,24.75 MB,105 W,,Get a quote"
"""Intel® Xeon® Gold 6209U Processor (27.5M Cache, 2.10 GHz)"",Q2'19,20,3.90 GHz,2.10 GHz,27.5 MB,125 W,,Get a quote"
"""Intel® Xeon® Gold 6262V Processor (33M Cache, 1.90 GHz)"",Q2'19,24,3.60 GHz,1.90 GHz,33 MB,135 W,,Get a quote"
"""Intel® Xeon® Gold 6252N Processor (35.75M Cache, 2.30 GHz)"",Q2'19,24,3.60 GHz,2.30 GHz,35.75 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6230T Processor (27.5M Cache, 2.10 GHz)"",Q2'19,20,3.90 GHz,2.10 GHz,27.5 MB,125 W,,Get a quote"
"""Intel® Xeon® Gold 5218T Processor (22M Cache, 2.10 GHz)"",Q2'19,16,3.80 GHz,2.10 GHz,22 MB,105 W,,Get a quote"
"""Intel® Xeon® Gold 6234 Processor (24.75M Cache, 3.30 GHz)"",Q2'19,8,4.00 GHz,3.30 GHz,24.75 MB,130 W,,Get a quote"
"""Intel® Xeon® Gold 5220 Processor (24.75M Cache, 2.20 GHz)"",Q2'19,18,3.90 GHz,2.20 GHz,24.75 MB,125 W,,Get a quote"
"""Intel® Xeon® Gold 5215 Processor (13.75M Cache, 2.50 GHz)"",Q2'19,10,3.40 GHz,2.50 GHz,13.75 MB,85 W,,Get a quote"
"""Intel® Xeon® Gold 5215L Processor (13.75M Cache, 2.50 GHz)"",Q2'19,10,3.40 GHz,2.50 GHz,13.75 MB,85 W,,Get a quote"
"""Intel® Xeon® Gold 5217 Processor (11M Cache, 3.00 GHz)"",Q2'19,8,3.70 GHz,3.00 GHz,11 MB,115 W,,Get a quote"
"""Intel® Xeon® Gold 6242 Processor (22M Cache, 2.80 GHz)"",Q2'19,16,3.90 GHz,2.80 GHz,22 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6244 Processor (24.75M Cache, 3.60 GHz)"",Q2'19,8,4.40 GHz,3.60 GHz,24.75 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6240 Processor (24.75M Cache, 2.60 GHz)"",Q2'19,18,3.90 GHz,2.60 GHz,24.75 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 5218 Processor (22M Cache, 2.30 GHz)"",Q2'19,16,3.90 GHz,2.30 GHz,22 MB,125 W,,Get a quote"
"""Intel® Xeon® Gold 5222 Processor (16.5M Cache, 3.80 GHz)"",Q2'19,4,3.90 GHz,3.80 GHz,16.5 MB,105 W,,Get a quote"
"""Intel® Xeon® Gold 6248 Processor (27.5M Cache, 2.50 GHz)"",Q2'19,20,3.90 GHz,2.50 GHz,27.5 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6252 Processor (35.75M Cache, 2.10 GHz)"",Q2'19,24,3.70 GHz,2.10 GHz,35.75 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6240Y Processor (24.75M Cache, 2.60 GHz)"",Q2'19,18,3.90 GHz,2.60 GHz,24.75 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6230 Processor (27.5M Cache, 2.10 GHz)"",Q2'19,20,3.90 GHz,2.10 GHz,27.5 MB,125 W,,Get a quote"
"""Intel® Xeon® Gold 6238T Processor (30.25M Cache, 1.90 GHz)"",Q2'19,22,3.70 GHz,1.90 GHz,30.25 MB,125 W,,Get a quote"
"""Intel® Xeon® Gold 6230N Processor (27.5M Cache, 2.30 GHz)"",Q2'19,20,3.50 GHz,2.30 GHz,27.5 MB,125 W,,Get a quote"
"""Intel® Xeon® Gold 6254 Processor (24.75M Cache, 3.10 GHz)"",Q2'19,18,4.00 GHz,3.10 GHz,24.75 MB,200 W,,Get a quote"
"""Intel® Xeon® Gold 6210U Processor (27.5M Cache, 2.50 GHz)"",Q2'19,20,3.90 GHz,2.50 GHz,27.5 MB,150 W,,Get a quote"
"""Intel® Xeon® Gold 6212U Processor (35.75M Cache, 2.40 GHz)"",Q2'19,24,3.90 GHz,2.40 GHz,35.75 MB,165 W,,Get a quote"
"""Intel® Xeon® Gold 5218N Processor (22M Cache, 2.30 GHz)"",Q2'19,16,3.70 GHz,2.30 GHz,22 MB,110 W,,Get a quote"
"""Intel® Xeon® Gold 5218B Processor (22M Cache, 2.30 GHz)"",Q2'19,16,3.90 GHz,2.30 GHz,22 MB,125 W,,Get a quote"
"""Intel® Xeon® Gold 6238 Processor (30.25M Cache, 2.10 GHz)"",Q2'19,22,3.70 GHz,2.10 GHz,30.25 MB,140 W,,Get a quote"
"""Intel® Xeon® Gold 5220S Processor (24.75M Cache, 2.70 GHz)"",Q2'19,18,3.90 GHz,2.70 GHz,24.75 MB,125 W,,Get a quote"
"""Intel® Xeon® Gold 6138P Processor (27.5M Cache, 2.00 GHz)"",Q2'18,20,3.70 GHz,2.00 GHz,27.5 MB L3 Cache,195 W,,Get a quote"
"""Intel® Xeon® Gold 5119T Processor (19.25M Cache, 1.90 GHz)"",Q3'17,14,3.20 GHz,1.90 GHz,19.25 MB L3 Cache,85 W,,Get a quote"
"""Intel® Xeon® Gold 6126F Processor (19.25M Cache, 2.60 GHz)"",Q3'17,12,3.70 GHz,2.60 GHz,19.25 MB L3 Cache,135 W,,Get a quote"
"""Intel® Xeon® Gold 6148F Processor (27.5M Cache, 2.40 GHz)"",Q3'17,20,3.70 GHz,2.40 GHz,27.5 MB L3 Cache,160 W,,Get a quote"
"""Intel® Xeon® Gold 6146 Processor (24.75M Cache, 3.20 GHz)"",Q3'17,12,4.20 GHz,3.20 GHz,24.75 MB L3 Cache,165 W,,Get a quote"
"""Intel® Xeon® Gold 6144 Processor (24.75M Cache, 3.50 GHz)"",Q3'17,8,4.20 GHz,3.50 GHz,24.75 MB L3 Cache,150 W,,Get a quote"
"""Intel® Xeon® Gold 6154 Processor (24.75M Cache, 3.00 GHz)"",Q3'17,18,3.70 GHz,3.00 GHz,24.75 MB L3 Cache,200 W,,Get a quote"
"""Intel® Xeon® Gold 6132 Processor (19.25M Cache, 2.60 GHz)"",Q3'17,14,3.70 GHz,2.60 GHz,19.25 MB L3 Cache,140 W,,Get a quote"
"""Intel® Xeon® Gold 6138T Processor (27.5M Cache, 2.00 GHz)"",Q3'17,20,3.70 GHz,2.00 GHz,27.5 MB L3 Cache,125 W,,Get a quote"
"""Intel® Xeon® Gold 6130T Processor (22M Cache, 2.10 GHz)"",Q3'17,16,3.70 GHz,2.10 GHz,22 MB L3 Cache,125 W,,Get a quote"
"""Intel® Xeon® Gold 5120T Processor (19.25M Cache, 2.20 GHz)"",Q3'17,14,3.20 GHz,2.20 GHz,19.25 MB L3 Cache,105 W,,Get a quote"
"""Intel® Xeon® Gold 6136 Processor (24.75M Cache, 3.00 GHz)"",Q3'17,12,3.70 GHz,3.00 GHz,24.75 MB L3 Cache,150 W,,Get a quote"
"""Intel® Xeon® Gold 6128 Processor (19.25M Cache, 3.40 GHz)"",Q3'17,6,3.70 GHz,3.40 GHz,19.25 MB L3 Cache,115 W,,Get a quote"
"""Intel® Xeon® Gold 6126 Processor (19.25M Cache, 2.60 GHz)"",Q3'17,12,3.70 GHz,2.60 GHz,19.25 MB L3 Cache,125 W,,Get a quote"
"""Intel® Xeon® Gold 5115 Processor (13.75M Cache, 2.40 GHz)"",Q3'17,10,3.20 GHz,2.40 GHz,13.75 MB L3 Cache,85 W,,Get a quote"
"""Intel® Xeon® Gold 6140 Processor (24.75M Cache, 2.30 GHz)"",Q3'17,18,3.70 GHz,2.30 GHz,24.75 MB L3 Cache,140 W,,Get a quote"
"""Intel® Xeon® Gold 6142 Processor (22M Cache, 2.60 GHz)"",Q3'17,16,3.70 GHz,2.60 GHz,22 MB L3 Cache,150 W,,Get a quote"
"""Intel® Xeon® Gold 6148 Processor (27.5M Cache, 2.40 GHz)"",Q3'17,20,3.70 GHz,2.40 GHz,27.5 MB L3 Cache,150 W,,Get a quote"
"""Intel® Xeon® Gold 5118 Processor (16.5M Cache, 2.30 GHz)"",Q3'17,12,3.20 GHz,2.3 GHz,16.5 MB L3 Cache,105 W,,Get a quote"
"""Intel® Xeon® Gold 5120 Processor (19.25M Cache, 2.20 GHz)"",Q3'17,14,3.20 GHz,2.20 GHz,19.25 MB L3 Cache,105 W,,Get a quote"
"""Intel® Xeon® Gold 5122 Processor (16.5M Cache, 3.60 GHz)"",Q3'17,4,3.70 GHz,3.60 GHz,16.5 MB L3 Cache,105 W,,Get a quote"
"""Intel® Xeon® Gold 6138 Processor (27.5M Cache, 2.00 GHz)"",Q3'17,20,3.70 GHz,2.00 GHz,27.5 MB L3 Cache,125 W,,Get a quote"
"""Intel® Xeon® Gold 6126T Processor (19.25M Cache, 2.60 GHz)"",Q3'17,12,3.70 GHz,2.60 GHz,19.25 MB L3 Cache,125 W,,Get a quote"
"""Intel® Xeon® Gold 6142F Processor (22M Cache, 2.60 GHz)"",Q3'17,16,3.70 GHz,2.60 GHz,22 MB L3 Cache,160 W,,Get a quote"
"""Intel® Xeon® Gold 6138F Processor (27.5M Cache, 2.00 GHz)"",Q3'17,20,3.70 GHz,2.00 GHz,27.5 MB L3 Cache,135 W,,Get a quote"
"""Intel® Xeon® Gold 6130F Processor (22M Cache, 2.10 GHz)"",Q3'17,16,3.70 GHz,2.10 GHz,22 MB L3 Cache,135 W,,Get a quote"
"""Intel® Xeon® Gold 6150 Processor (24.75M Cache, 2.70 GHz)"",Q3'17,18,3.70 GHz,2.70 GHz,24.75 MB L3 Cache,165 W,,Get a quote"
"""Intel® Xeon® Gold 6152 Processor (30.25M Cache, 2.10 GHz)"",Q3'17,22,3.70 GHz,2.10 GHz,30.25 MB L3 Cache,140 W,,Get a quote"
"""Intel® Xeon® Gold 6130 Processor (22M Cache, 2.10 GHz)"",Q3'17,16,3.70 GHz,2.10 GHz,22 MB L3 Cache,125 W,,Get a quote"
"""Intel® Xeon® Gold 6134 Processor (24.75M Cache, 3.20 GHz)"",Q3'17,8,3.70 GHz,3.20 GHz,24.75 MB L3 Cache,130 W,,Get a quote"
"""Intel® Xeon® Platinum 8452Y Processor (67.5M Cache, 2.00 GHz)"",Q1'23,36,3.20 GHz,2.00 GHz,67.5 MB,300 W,,Get a quote"
"""Intel® Xeon® Platinum 8462Y+ Processor (60M Cache, 2.80 GHz)"",Q1'23,32,4.10 GHz,2.80 GHz,60 MB,300 W,,Get a quote"
"""Intel® Xeon® Platinum 8470N Processor (97.5M Cache, 1.70 GHz)"",Q1'23,52,3.60 GHz,1.70 GHz,97.5 MB,300 W,,Get a quote"
"""Intel® Xeon® Platinum 8444H Processor (45M Cache, 2.90 GHz)"",Q1'23,16,4.00 GHz,2.90 GHz,45 MB,270 W,,Get a quote"
"""Intel® Xeon® Platinum 8468H Processor (105M Cache, 2.10 GHz)"",Q1'23,48,3.80 GHz,2.10 GHz,105 MB,330 W,,Get a quote"
"""Intel® Xeon® Platinum 8450H Processor (75M Cache, 2.00 GHz)"",Q1'23,28,3.50 GHz,2.00 GHz,75 MB,250 W,,Get a quote"
"""Intel® Xeon® Platinum 8454H Processor (82.5M Cache, 2.10 GHz)"",Q1'23,32,3.40 GHz,2.10 GHz,82.5 MB,270 W,,Get a quote"
"""Intel® Xeon® Platinum 8468V Processor (97.5M Cache, 2.40 GHz)"",Q1'23,48,3.80 GHz,2.40 GHz,97.5 MB,330 W,,Get a quote"
"""Intel® Xeon® Platinum 8461V Processor (97.5M Cache, 2.20 GHz)"",Q1'23,48,3.70 GHz,2.20 GHz,97.5 MB,300 W,,Get a quote"
"""Intel® Xeon® Platinum 8458P Processor (82.5M Cache, 2.70 GHz)"",Q1'23,44,3.80 GHz,2.70 GHz,82.5 MB,350 W,,Get a quote"
"""Intel® Xeon® Platinum 8460H Processor (105M Cache, 2.20 GHz)"",Q1'23,40,3.80 GHz,2.20 GHz,105 MB,330 W,,Get a quote"
"""Intel® Xeon® Platinum 8471N Processor (97.5M Cache, 1.80 GHz)"",Q1'23,52,3.60 GHz,1.80 GHz,97.5 MB,300 W,,Get a quote"
"""Intel® Xeon® Platinum 8480+ Processor (105M Cache, 2.00 GHz)"",Q1'23,56,3.80 GHz,2.00 GHz,105 MB,350 W,,Get a quote"
"""Intel® Xeon® Platinum 8490H Processor (112.5M Cache, 1.90 GHz)"",Q1'23,60,3.50 GHz,1.90 GHz,112.5 MB,350 W,,Get a quote"
"""Intel® Xeon® Platinum 8470Q Processor (105M Cache, 2.10 GHz)"",Q1'23,52,3.80 GHz,2.10 GHz,105 MB,350 W,,Get a quote"
"""Intel® Xeon® Platinum 8470 Processor (105M Cache, 2.00 GHz)"",Q1'23,52,3.80 GHz,2.00 GHz,105 MB,350 W,,Get a quote"
"""Intel® Xeon® Platinum 8468 Processor (105M Cache, 2.10 GHz)"",Q1'23,48,3.80 GHz,2.10 GHz,105 MB,350 W,,Get a quote"
"""Intel® Xeon® Platinum 8460Y+ Processor (105M Cache, 2.00 GHz)"",Q1'23,40,3.70 GHz,2.00 GHz,105 MB,300 W,,Get a quote"
"""Intel® Xeon® Platinum 8358 Processor (48M Cache, 2.60 GHz)"",Q2'21,32,3.40 GHz,2.60 GHz,48 MB,250 W,,Get a quote"
"""Intel® Xeon® Platinum 8352Y Processor (48M Cache, 2.20 GHz)"",Q2'21,32,3.40 GHz,2.20 GHz,48 MB,205 W,,Get a quote"
"""Intel® Xeon® Platinum 8380 Processor (60M Cache, 2.30 GHz)"",Q2'21,40,3.40 GHz,2.30 GHz,60 MB,270 W,,Get a quote"
"""Intel® Xeon® Platinum 8351N Processor (54M Cache, 2.40 GHz)"",Q2'21,36,3.50 GHz,2.40 GHz,54 MB,225 W,,Get a quote"
"""Intel® Xeon® Platinum 8368Q Processor (57M Cache, 2.60 GHz)"",Q2'21,38,3.70 GHz,2.60 GHz,57 MB,270 W,,Get a quote"
"""Intel® Xeon® Platinum 8352S Processor (48M Cache, 2.20 GHz)"",Q2'21,32,3.40 GHz,2.20 GHz,48 MB,205 W,,Get a quote"
"""Intel® Xeon® Platinum 8358P Processor (48M Cache, 2.60 GHz)"",Q2'21,32,3.40 GHz,2.60 GHz,48 MB,240 W,,Get a quote"
"""Intel® Xeon® Platinum 8352V Processor (54M Cache, 2.10 GHz)"",Q2'21,36,3.50 GHz,2.10 GHz,54 MB,195 W,,Get a quote"
"""Intel® Xeon® Platinum 8368 Processor (57M Cache, 2.40 GHz)"",Q2'21,38,3.40 GHz,2.40 GHz,57 MB,270 W,,Get a quote"
"""Intel® Xeon® Platinum 8360Y Processor (54M Cache, 2.40 GHz)"",Q2'21,36,3.50 GHz,2.40 GHz,54 MB,250 W,,Get a quote"
"""Intel® Xeon® Platinum 8352M Processor (48M Cache, 2.30 GHz)"",Q2'21,32,3.50 GHz,2.30 GHz,48 MB,185 W,,Get a quote"
"""Intel® Xeon® Platinum 8362 Processor (48M Cache, 2.80 GHz)"",Q2'21,32,3.60 GHz,2.80 GHz,48 MB,265 W,,Get a quote"
"""Intel® Xeon® Platinum 8360H Processor (33M Cache, 3.00 GHz)"",Q3'20,24,4.20 GHz,3.00 GHz,33 MB,225 W,,Get a quote"
"""Intel® Xeon® Platinum 8356H Processor (35.75M Cache, 3.90 GHz)"",Q3'20,8,4.40 GHz,3.90 GHz,35.75 MB,190 W,,Get a quote"
"""Intel® Xeon® Platinum 8360HL Processor (33M Cache, 3.00 GHz)"",Q3'20,24,4.20 GHz,3.00 GHz,33 MB,225 W,,Get a quote"
"""Intel® Xeon® Platinum 8376HL Processor (38.5M Cache, 2.60 GHz)"",Q2'20,28,4.30 GHz,2.60 GHz,38.5 MB,205 W,,Get a quote"
"""Intel® Xeon® Platinum 8380HL Processor (38.5M Cache, 2.90 GHz)"",Q2'20,28,4.30 GHz,2.90 GHz,38.5 MB,250 W,,Get a quote"
"""Intel® Xeon® Platinum 8353H Processor (24.75M Cache, 2.50 GHz)"",Q2'20,18,3.80 GHz,2.50 GHz,24.75 MB,150 W,,Get a quote"
"""Intel® Xeon® Platinum 8354H Processor (24.75M Cache, 3.10 GHz)"",Q2'20,18,4.30 GHz,3.10 GHz,24.75 MB,205 W,,Get a quote"
"""Intel® Xeon® Platinum 8376H Processor (38.5M Cache, 2.60 GHz)"",Q2'20,28,4.30 GHz,2.60 GHz,38.5 MB,205 W,,Get a quote"
"""Intel® Xeon® Platinum 8380H Processor (38.5M Cache, 2.90 GHz)"",Q2'20,28,4.30 GHz,2.90 GHz,38.5 MB,250 W,,Get a quote"
"""Intel® Xeon® Platinum 9221 Processor (71.5M Cache, 2.30 GHz)"",Q3'19,32,3.70 GHz,2.30 GHz,71.5 MB,250 W,,Get a quote"
"""Intel® Xeon® Platinum 9222 Processor (71.5M Cache, 2.30 GHz)"",Q3'19,32,3.70 GHz,2.30 GHz,71.5 MB,250 W,,Get a quote"
"""Intel® Xeon® Platinum 9282 Processor (77M Cache, 2.60 GHz)"",Q2'19,56,3.80 GHz,2.60 GHz,77 MB Intel® Smart Cache,400 W,,Get a quote"
"""Intel® Xeon® Platinum 8260 Processor (35.75M Cache, 2.40 GHz)"",Q2'19,24,3.90 GHz,2.40 GHz,35.75 MB,165 W,,Get a quote"
"""Intel® Xeon® Platinum 8276L Processor (38.5M Cache, 2.20 GHz)"",Q2'19,28,4.00 GHz,2.20 GHz,38.5 MB,165 W,,Get a quote"
"""Intel® Xeon® Platinum 8260L Processor (35.75M Cache, 2.40 GHz)"",Q2'19,24,3.90 GHz,2.40 GHz,35.75 MB,165 W,,Get a quote"
"""Intel® Xeon® Platinum 8280 Processor (38.5M Cache, 2.70 GHz)"",Q2'19,28,4.00 GHz,2.70 GHz,38.5 MB,205 W,,Get a quote"
"""Intel® Xeon® Platinum 8253 Processor (22M Cache, 2.20 GHz)"",Q2'19,16,3.00 GHz,2.20 GHz,22 MB,125 W,,Get a quote"
"""Intel® Xeon® Platinum 8256 Processor (16.5M Cache, 3.80 GHz)"",Q2'19,4,3.90 GHz,3.80 GHz,16.5 MB,105 W,,Get a quote"
"""Intel® Xeon® Platinum 8276 Processor (38.5M Cache, 2.20 GHz)"",Q2'19,28,4.00 GHz,2.20 GHz,38.5 MB,165 W,,Get a quote"
"""Intel® Xeon® Platinum 8280L Processor (38.5M Cache, 2.70 GHz)"",Q2'19,28,4.00 GHz,2.70 GHz,38.5 MB,205 W,,Get a quote"
"""Intel® Xeon® Platinum 8260Y Processor (35.75M Cache, 2.40 GHz)"",Q2'19,24,3.90 GHz,2.40 GHz,35.75 MB,165 W,,Get a quote"
"""Intel® Xeon® Platinum 8268 Processor (35.75M Cache, 2.90 GHz)"",Q2'19,24,3.90 GHz,2.90 GHz,35.75 MB,205 W,,Get a quote"
"""Intel® Xeon® Platinum 8270 Processor (35.75M Cache, 2.70 GHz)"",Q2'19,26,4.00 GHz,2.70 GHz,35.75 MB,205 W,,Get a quote"
"""Intel® Xeon® Platinum 9242 Processor (71.5M Cache, 2.30 GHz)"",Q2'19,48,3.80 GHz,2.30 GHz,71.5 MB Intel® Smart Cache,350 W,,Get a quote"
"""Intel® Xeon® Platinum 8180 Processor (38.5M Cache, 2.50 GHz)"",Q3'17,28,3.80 GHz,2.50 GHz,38.5 MB L3 Cache,205 W,,Get a quote"
"""Intel® Xeon® Platinum 8153 Processor (22M Cache, 2.00 GHz)"",Q3'17,16,2.80 GHz,2.00 GHz,22 MB L3 Cache,125 W,,Get a quote"
"""Intel® Xeon® Platinum 8156 Processor (16.5M Cache, 3.60 GHz)"",Q3'17,4,3.70 GHz,3.60 GHz,16.5 MB L3 Cache,105 W,,Get a quote"
"""Intel® Xeon® Platinum 8158 Processor (24.75M Cache, 3.00 GHz)"",Q3'17,12,3.70 GHz,3.00 GHz,24.75 MB L3 Cache,150 W,,Get a quote"
"""Intel® Xeon® Platinum 8176 Processor (38.5M Cache, 2.10 GHz)"",Q3'17,28,3.80 GHz,2.10 GHz,38.5 MB L3 Cache,165 W,,Get a quote"
"""Intel® Xeon® Platinum 8160T Processor (33M Cache, 2.10 GHz)"",Q3'17,24,3.70 GHz,2.10 GHz,33 MB L3 Cache,150 W,,Get a quote"
"""Intel® Xeon® Platinum 8160F Processor (33M Cache, 2.10 GHz)"",Q3'17,24,3.70 GHz,2.10 GHz,33 MB L3 Cache,160 W,,Get a quote"
"""Intel® Xeon® Platinum 8176F Processor (38.5M Cache, 2.10 GHz)"",Q3'17,28,3.80 GHz,2.10 GHz,38.5 MB L3 Cache,173 W,,Get a quote"
"""Intel® Xeon® Platinum 8160 Processor (33M Cache, 2.10 GHz)"",Q3'17,24,3.70 GHz,2.10 GHz,33 MB L3 Cache,150 W,,Get a quote"
"""Intel® Xeon® Platinum 8164 Processor (35.75M Cache, 2.00 GHz)"",Q3'17,26,3.70 GHz,2.00 GHz,35.75 MB L3 Cache,150 W,,Get a quote"
"""Intel® Xeon® Platinum 8168 Processor (33M Cache, 2.70 GHz)"",Q3'17,24,3.70 GHz,2.70 GHz,33 MB L3 Cache,205 W,,Get a quote"
"""Intel® Xeon® Platinum 8170 Processor (35.75M Cache, 2.10 GHz)"",Q3'17,26,3.70 GHz,2.10 GHz,35.75 MB L3 Cache,165 W,,Get a quote"
"""Intel® Xeon® Gold 6423N Processor (52.5M Cache, 2.00 GHz)"",Q3'23,28,3.60 GHz,2.00 GHz,52.5 MB,195 W,,Get a quote"
"""Intel® Xeon® Gold 6403N Processor (45M Cache, 2.00 GHz)"",Q3'23,24,3.60 GHz,1.90 GHz,45 MB,185 W,,Get a quote"
"""Intel® Xeon® Gold 6443N Processor (60M Cache, 1.90 GHz)"",Q3'23,32,3.60 GHz,2.00 GHz,60 MB,195 W,,Get a quote"
